Symbol	GSM998327	GSM998335	GSM998346	GSM998318	GSM998319	GSM998320	GSM998322	GSM998324	GSM998325	GSM998326	GSM998328	GSM998331	GSM998332	GSM998333	GSM998336	GSM998337	GSM998340	GSM998342	GSM998345	GSM998348
EIF3I	-0.934	-0.995	-0.979	-1.424	-0.552	-0.321	-1.145	-0.32	-0.147	-0.435	-0.918	-1.019	-0.545	0.448	0.493	-0.708	-0.877	-1.254	-0.402	-0.167
EIF3J	1.749	1.071	0.533	1.005	0.48	1.33	3.511	2.676	-4.492	-1.356	1.275	3.022	-1.027	2.513	1.108	4.579	NA	0.935	-2.35	-0.093
EIF3M	0.812	0.315	4.021	0.625	-0.867	1.533	2.652	1.106	-0.124	-0.171	-2.473	-0.097	-1.48	-0.168	-0.151	2.161	4.033	-0.64	2.424	-0.94
EIF4A1	-0.319	-0.084	-0.024	0.842	0.972	1.364	-2.712	1.264	1.055	2.093	1.995	NA	1.214	3.339	2.813	1.041	1.601	1.884	2.019	2.759
EIF4A2	0.718	1.07	0.002	1.267	0.197	1.608	-0.015	-0.193	-0.982	0.377	1.323	-2.256	2.526	2.337	1.003	0.048	1.514	2.588	0.867	0.623
EIF4A3	-2.031	-1.28	-1.636	-2.272	-0.967	-1.979	-2.367	0.539	-0.761	0.034	-0.848	-0.764	-0.581	0.627	0.936	-0.825	-0.841	-1.104	-0.01	-0.606
EIF4B	-2.649	-2.039	-1.794	-3.203	-2.568	-0.536	-1.913	-1.015	-2.319	-1.776	-2.968	-1.9	-1.187	-1.142	-0.812	-1.27	-1.28	-3.306	-2.171	-1.586
EIF4E	-2.01	-1.717	-2.271	-1.085	-1.774	0.45	-0.439	0.355	-6.151	-0.602	0.004	-3.094	2.219	0.678	-0.226	-1.023	-0.099	1.587	0.191	-1.133
EIF4E2	-0.069	-0.289	-0.577	-0.827	0.228	-0.058	0.98	0.648	0.123	0.025	-0.736	-0.071	-0.386	1.011	0.754	1.158	0.319	-0.3	0.023	0.721
EIF4E3	3.282	3.204	2.809	1.938	2.661	0.217	-3.982	2.099	1.17	2.212	3.545	2.199	1.658	1.456	2.24	2.487	1.685	2.792	3.048	3.046
EIF4EBP2	NA	1.309	3.614	NA	-2.905	-0.464	6.471	-0.655	4.77	0.413	NA	0.231	-0.157	0.94	0.526	-0.576	0.907	-0.287	0.924	0.405
EIF4ENIF1	2.863	1.962	2.423	1.713	2.878	2.76	4.671	0.327	2.206	3.382	3.147	2.554	1.873	0.804	3.777	1.904	1.749	2.865	3.084	4.069
EIF4G1	0.833	-2.801	NA	-8.552	-1.856	-1.788	NA	-5.52	-3.11	-2.888	-0.328	-2.792	-2.295	-2.597	-1.063	-1.493	-0.05	-1.769	-2.368	-1.389
EIF4G2	-2.146	NA	NA	0.541	2.459	3.66	9.491	2.968	2.517	1.655	NA	NA	6.388	3.168	1.144	9.289	2.382	4.799	4.066	3.711
EIF4G3	-2.702	-2.094	-2.334	-2.427	-1.448	-1.945	-1.452	-0.72	-1.956	-1.61	-1.386	-1.347	-1.194	-1.097	-1.186	-1.81	-1.997	-0.79	-0.78	-0.401
EIF4H	-0.523	-0.327	-1.594	-0.832	-1.401	-0.519	-1.167	-0.535	0.907	-0.606	-0.45	0.132	-1.088	-0.239	-0.459	-0.535	-0.476	-2.141	-0.316	-0.653
EIF5	-2.634	-3.849	-3.29	-0.367	-2.164	0.255	0.601	0.512	-1.259	-0.991	-0.426	-0.882	-0.152	0.583	0.271	-0.99	0.48	-0.732	0.363	-2.978
EIF5A	1.021	0.307	4.31	0.433	-0.37	2.603	2.167	-0.893	0.073	-0.749	-2.154	NA	3.766	0.642	0.74	0.531	0.919	-0.136	NA	-0.02
EIF5B	-1.782	-4.283	-3.032	-2.775	-1.166	-2.946	NA	-1.735	-2.926	-2.42	-3.589	-2.55	-2.514	-2.625	-1.679	-2.313	-1.999	-3.863	-2.101	-1.996
EIF6	-0.582	-1.896	-0.022	-1.138	4.102	-1.466	-1.77	2.894	-2.041	0.426	1.679	3.628	0.051	0.342	1.128	0.208	NA	0.371	-1.985	-0.024
ELAC2	-4.145	-2.939	-3.616	-4.009	-3.604	-4.049	-1.53	-2.004	-2.926	-2.386	-3.625	-2.535	-3.648	-2.948	-1.602	-3.626	-3.589	-4.383	-3.166	-2.775
ELAVL1	-3.331	-3.202	-4.845	-4.214	-4.154	-3.22	-2.547	-1.251	-2.726	-2.475	-3.348	-2.725	-2.68	-1.265	-1.405	-3.588	-2.865	-3.788	-2.485	-2.222
ELAVL3	-0.537	1.154	3.661	-0.736	0.079	-0.495	2.371	-0.014	-0.688	1.205	-1.221	1.981	0.748	0.34	0.56	1.127	-1.435	0.814	1.236	0.326
ELAVL4	0.39	1.8	1.223	0.824	1.246	0.77	4.033	1.566	0.88	-0.198	1.778	2.539	0.906	0.136	0.04	0.89	2.373	0.427	1.331	0.289
ELF1	NA	1.125	-2.728	-0.843	0.63	-0.074	2.673	4.204	NA	1.285	1.424	-1.801	0.051	2.493	1.159	1.929	NA	1.387	1.801	0.723
ELF2	1.893	1.035	1.756	1.758	-0.811	0.611	3.525	1.737	-0.985	0.443	2.049	-0.953	2.866	1.154	0.722	1.881	1.135	0.997	0.076	0.517
ELF3	NA	1.698	NA	NA	NA	NA	NA	0.374	4.86	3.051	3.373	3.539	NA	2.739	NA	NA	4.394	6.622	1.116	2.152
ELF4	NA	NA	NA	NA	3.16	NA	5.022	2.941	3.119	2.577	NA	5.978	NA	5.755	NA	5.644	0.518	3.421	3.442	0.343
ELK1	-1.103	-1.403	-1.096	-1.195	-0.909	-0.77	-0.435	-1.355	-0.406	-1.196	-0.962	-0.415	-1.52	-1.069	-1.129	-1.283	-1.748	-1.794	-1.452	-1.015
ELK3	NA	3.065	2.781	1.622	2.453	NA	12.103	2.517	1.762	NA	NA	0.663	NA	NA	NA	NA	NA	2.598	NA	2.381
ELK4	-2.169	-2.121	0.31	-0.226	-2.549	-0.388	-1.375	1.067	-0.711	-0.42	-0.756	-0.264	-0.355	-0.153	0.633	-1.359	-1.465	-1.546	-0.088	-1.164
ELL	0.434	0.092	0.265	-0.392	-0.038	0.184	-5.441	0.026	0.191	0.406	-0.179	0.199	-0.305	0.074	1.265	0.003	-0.738	-0.288	0.56	0.221
ELL2	0.552	-1.168	-1.078	-2.441	-0.531	3.731	9.451	3.997	-1.714	2.184	1.584	-0.291	3.306	3.514	2.755	2.619	3.977	2.963	2.849	0.776
ELL3	-0.273	2.81	1.236	-0.252	-0.011	0.347	-7.303	1.054	0.998	0.178	-0.681	-0.535	0.595	0.215	0.899	0.474	-0.518	0.954	0.395	0.12
ELMO1	-1.18	-1.344	-1.75	-2.636	0.102	-0.279	-1.956	-0.266	0.074	0.682	-1.527	-0.144	-0.513	0.231	0.558	0.05	-0.942	-0.612	-0.136	0.392
ELMO3	-2.658	-0.308	-0.289	1.597	-0.508	0.183	0.122	-0.201	1.734	-0.553	-0.583	-0.37	-0.079	-0.287	-1.076	-0.771	3.584	0.157	-0.841	-0.772
ELMOD2	1.424	1.345	1.58	1.8	-0.266	-0.959	5.44	-0.136	NA	0.354	1.735	0.524	-0.551	-0.838	-0.608	2.949	0.121	-1.237	2.564	-0.889
ELN	1.534	-0.312	1.366	0.126	-0.29	-0.267	0.327	1.007	-1.312	-1.432	-0.93	-0.332	-1.071	-1.408	-0.364	-0.417	-0.203	-0.913	-1.272	-1.421
ELOF1	2.472	2.669	2.486	2.179	2.07	1.71	-0.643	2.329	1.065	2.405	1.744	2.788	1.772	2.039	2.698	1.912	1.508	1.945	1.391	2.627
ELOVL5	1.17	1.213	0.052	2.098	1.518	0.177	2.178	0.872	1.186	0.656	0.719	0.724	0.576	0.532	-0.038	1.206	1.243	0.133	0.575	0.208
ELOVL6	-0.146	0.738	0.304	0.895	0.783	1.852	NA	-0.471	0.563	0.473	-0.723	1.597	0.64	0.223	-0.112	0.006	0.75	0.199	1.505	-0.027
ELP2	-0.66	0.379	-0.244	-1.207	-0.79	0.284	NA	-1.084	0.169	0.218	3.081	-1.257	-0.054	0.55	-0.275	-0.306	0.196	0.479	-0.482	-0.343
ELP3	-0.549	-0.447	-0.451	0.041	0.746	-0.61	0.891	-0.05	0.868	0.058	-0.061	0.642	-0.397	0.395	0.092	-0.076	0.074	-1.424	-0.363	-0.031
ELP4	-1.252	1.018	-3.654	-3.586	-1.003	-1.358	1.453	0.46	-3.252	-1.143	-0.362	2.652	-0.302	-0.546	-1.112	1.7	0.135	-0.775	0.353	0.249
EMB	2.725	1.973	0.102	0.053	0.933	2.049	NA	1.263	0.479	2.306	3.321	1.668	2.967	2.261	2.271	4.017	2.606	4.785	1.992	3.4
EMCN	-0.141	-0.831	3.516	1.014	-1.731	1.301	-1.021	-0.384	-0.899	-0.164	-1.547	1.788	0.974	0.883	0.214	2.762	-0.865	-0.137	NA	0.084
EMD	-1.725	-1.868	-1.807	-1.624	-2.228	-1.504	-0.049	-2.061	-0.71	-1.498	-1.857	-0.98	-2.157	-1.523	-0.698	-2.965	-1.467	-3.244	-1.532	-1.642
EMG1	-1.456	-0.777	-0.763	-1.938	-0.967	-0.693	NA	-0.232	-0.999	-0.575	-0.523	-0.607	-0.708	-0.265	-0.073	-0.581	-0.694	-0.895	-0.592	-0.982
EMILIN2	1.677	2.517	2.218	2.167	2.583	1.323	-1.633	1.16	1.835	3.417	4.338	2.889	1.835	2.066	3.335	1.748	1.734	2.38	3.13	2.53
EMILIN3	-3.389	-3.276	-3.176	-2.805	-2.442	-1.497	NA	-1.992	NA	-2.94	-3.667	-3.745	-3.988	-3.256	-3.551	-2.547	-4.822	-3.887	-5.466	-3.188
EML3	-1.183	1.289	NA	NA	0.3	-1.528	-0.12	-2.541	-0.702	0.189	0.801	-0.576	-0.004	0.85	0.482	NA	0.383	0.089	0.366	-0.542
EML4	0.507	NA	0.245	-1.585	-2.904	NA	1.048	-2.094	1.624	-0.309	NA	0.887	2.499	0.023	1.59	NA	NA	2.182	NA	0.86
EML5	2.531	0.8	1.742	0.139	0.574	-0.332	0.032	0.973	-0.862	-0.54	0.203	3.885	-0.831	-1.252	-0.898	-0.244	-0.045	-0.911	1.599	-0.595
EML6	1.541	-0.084	NA	4.19	NA	NA	9.229	NA	NA	3.828	4.212	NA	2.181	3.245	3.723	8.451	NA	-0.016	NA	0.176
EMP1	NA	NA	2.982	1.479	NA	3.742	NA	3.93	1.175	NA	4.337	1.517	2.052	-1.14	2.14	NA	2.317	2.84	NA	1.187
EMP2	-3.626	-3.167	-4.973	-1.518	-3.386	-3.476	3.795	-2.952	-3.56	-5.206	-3.743	-3.859	-2.728	-5.507	-6.626	-4.923	-4.948	-6.276	-3.541	-5.418
EMP3	3.57	3.716	4.075	2.204	3.245	1.862	2.141	2.237	3.594	3.214	2.874	3.184	2.147	2.938	4.085	2.638	1.909	1.765	2.613	3.653
EMX1	-0.353	-2.022	-1.623	1.162	-0.085	0.158	5.48	0.106	0.978	-1.01	0.251	1.283	-0.752	-0.369	-1.431	0.402	-0.686	-0.62	-0.342	-0.612
EMX2	-3.309	-3.342	-3.354	-2.533	-3.017	-3.28	-2.364	-1.411	-2.36	-2.363	-2.706	-2.889	-2.02	-1.404	-2.251	-2.212	-2.594	-3.515	-2.177	-2.377
EN2	0.284	-0.127	-0.005	-0.811	-0.077	-1.454	0.33	-0.692	NA	0.019	-0.997	-0.404	0.568	0.223	-1.14	0.811	-1.086	-0.47	0.035	-0.287
ENAH	-1.112	-0.499	-3.333	-5.084	-6.889	-2.694	-1.886	-1.571	-4.902	-2.405	-2.365	-0.673	-3.399	-1.989	-1.877	-0.419	-3.307	-2.075	-4.559	-2.827
ENC1	-3.544	-3.71	-2.59	-3.609	-3.556	-4.229	-7.322	-1.864	-3.987	-3.39	-3.715	-3.644	-4.512	-3.988	-3.649	-4.094	-3.252	-3.291	-4.475	-2.496
ENDOD1	0.689	-1.35	-0.923	-0.536	1.953	1.337	-0.559	0.18	1.22	0.431	0.906	4.887	-0.546	2.585	0.563	NA	0.412	-0.008	2.66	0.813
ENDOG	-2.015	-2.965	-3.181	-2.894	-2.549	-3.852	-2.125	-2.108	-2.452	-2.034	-2.253	-3.048	-3.157	-2.549	-2.499	-3.067	-3.534	-2.384	-2.556	-2.896
ENDOU	-1.26	0.365	0.441	0.673	2.031	-2.568	1.157	-0.31	-2.609	-2.068	0.575	4.071	-0.71	0.395	-1.105	0.734	0.229	-0.29	0.593	-0.342
ENG	-1.944	-1.508	-1.859	-2.612	-0.772	-2.011	-5.142	-0.359	-2.007	-0.939	-2.662	-1.099	-1.897	-2.203	-1.865	-1.987	-3.242	-2.95	-2.491	-1.825
ENGASE	1.293	1.363	0.834	1.087	0.356	0.638	1.465	-1.044	1.306	0.345	0.302	1.204	0.358	0.645	1.074	0.954	0.285	-0.295	0.544	0.843
ENHO	-0.321	-0.455	-0.694	0.517	0.643	1.835	1.297	0.481	-0.369	-0.845	0.374	-0.671	-0.034	-0.751	-0.395	0.712	-0.505	-1.322	-1.993	0.056
ENO1	1.559	1.047	0.568	0.289	-0.143	-1.205	-1.358	-1.46	0.569	-1.179	-0.652	0.142	-1.377	-1.612	-1.218	-1.048	-1.769	-2.264	-0.803	-0.468
ENO2	2.675	4.883	5.288	NA	3.292	3.209	4.2	NA	3.148	1.197	NA	3.703	2.942	3.069	1.993	6.644	NA	4.358	2.791	0.886
ENO3	0.877	0.94	0.644	1.682	1.463	0.407	-1.447	0.045	0.397	-0.398	-0.343	0.106	-0.486	-1.218	-0.748	-0.13	-0.76	-0.037	-0.032	-0.376
ENO4	NA	0.65	-0.333	NA	-1.254	-0.044	NA	-0.39	-2.85	-0.447	-0.466	-0.019	-0.348	0.109	0.03	1.842	-0.44	-0.008	-0.992	0.299
ENOPH1	-0.758	-0.988	-1.268	-1.146	-2.663	-1.089	-1.492	-0.402	-1.942	-1.919	-1.72	-1.991	-0.434	-0.652	-1.148	-1.426	-0.968	-1.06	-1.419	-1.307
ENOSF1	-1.441	-1.339	-0.342	-4.536	-2.744	-0.65	-1.516	0.15	-0.723	-0.284	-0.664	-0.25	0.829	0.725	0.476	-0.271	-1.269	-1.115	-1.226	-0.566
ENOX2	-2.221	-1.477	-3.738	-2.246	-3.261	-1.551	NA	-0.206	-2.16	-1.348	-2.093	-1.587	-1.6	-1.23	-1.144	-2.098	-1.837	-1.101	-1.915	-0.991
ENPEP	-0.466	0.472	-0.924	-1.696	-0.092	-1.126	-2.052	-0.14	-1.184	-2.048	0.239	-0.109	-1.562	-1.016	-1.863	-0.991	-2.368	-1.562	-1.377	-1.936
ENPP1	-1.647	-0.159	-1.138	0.741	0.856	-2.653	NA	-1.405	-1.162	-1.535	-3.678	-0.083	-2.403	-2.408	-1.592	-0.606	-1.984	-2.328	-2.448	-2.48
ENPP2	0.334	-4.312	0.303	0.443	-0.882	-1.058	8.115	-0.686	-1.827	-0.107	0.732	1.106	-0.73	-0.297	-0.339	-0.231	-2.886	1.384	0.724	-0.592
ENPP3	-1.1	0.02	-0.765	-0.074	-1.781	-1.73	-0.04	0.157	-1.97	-1.532	-0.071	-2.251	-1.741	-0.936	-1.062	-1.747	-2.195	-1.352	-2.045	-0.792
ENPP4	1.441	0.92	0.573	-0.512	0.362	0.486	1.245	0.995	0.709	1.076	1.036	0.238	2.588	2.713	1.704	2.577	3.629	3.573	1.107	1.466
ENPP5	0.311	0.325	1.587	3.065	1.138	1.281	-1.832	0.201	1.65	0.458	0.316	0.519	0.866	-0.161	-0.214	1.846	0.833	0.343	1.267	-0.146
ENSA	-2.096	-2.336	-1.812	-3.051	-2.015	-2.255	-0.313	1.628	-1.985	-1.834	-2.132	-2.188	-0.579	-1.374	-1.861	-1.483	-1.686	-2.159	-1.493	-1.708
ENTPD1	2.832	2.729	3.96	0.998	3.707	4.977	-1.797	4.051	2.709	6.423	4.41	4.911	5.53	6.069	6.97	5.704	5.812	6.322	7.319	4.065
ENTPD3	-0.133	-1.071	-0.153	NA	-0.134	-0.843	1.47	-0.382	-0.037	-0.684	-0.061	0.842	-2.785	-0.941	-0.037	1.131	-0.759	-0.08	1.375	-0.352
ENTPD4	-1.023	-0.217	0.499	0.72	-0.655	1.35	2.724	0.598	0.228	0.789	0.275	-0.626	1.637	1.094	0.885	-0.75	1.171	-0.295	1.051	0.234
ENTPD5	1.35	1.339	1.073	2.96	2.279	1.522	-0.57	0.332	2.48	1.63	1.347	1.668	1.336	1.363	0.961	2.326	0.743	1.23	1.235	0.726
ENTPD6	-1.972	-2.346	-2.172	-2.474	-2.02	-1.825	0.268	-2.362	-2.746	-0.731	-2.12	-1.418	-1.767	-1.541	-1.086	-2.018	-1.697	-2.785	-1.532	-1.726
ENTPD7	-1.179	-0.121	-0.956	-1.33	-0.897	-0.005	0.606	2.205	-0.536	-0.255	-1.154	-0.665	0.944	0.917	0.8	-0.017	0.457	0.199	-0.667	-0.465
ENY2	-0.596	-1.449	-0.525	0.289	0.155	1.981	-1.841	1.678	-0.606	0.458	1.389	-0.096	2.192	2.184	1.574	1.508	2.398	3.163	2.068	0.217
EP300	-1.477	-1.458	-0.491	-0.734	-0.36	-0.917	-3.717	0.501	-1.908	-0.732	-1.221	-0.646	-2.439	-1.951	-1.078	-2.908	-1.909	-0.682	-0.905	-0.683
EP400	0.67	NA	-0.155	-0.56	-1.343	1.304	3.354	2.656	-2.59	-1.234	0.015	-0.211	-0.349	-0.952	-0.797	1.658	-3.782	-0.797	-2.213	-0.846
EPAS1	-3.382	-1.112	-0.727	-1.837	-2.3	-3.443	-0.442	-2.479	-2.366	-4.303	-4.05	-2.874	-3.109	-5.952	-5.658	-4.043	-2.042	-5.693	-3.241	-4.325
EPB41	NA	1.742	0.788	NA	NA	1.393	-4.644	NA	3.204	2.869	NA	2.923	4.656	3.526	3.028	4.954	NA	6.562	1.769	2.179
EPB41L1	-2.809	-2.902	-2.749	-2.034	-4.353	-4.077	-1.892	-1.119	-2.493	-3.16	-2.694	-3.096	-4.699	-3.951	-3.777	NA	-7.704	-3.144	-2.951	-3.766
EPB41L2	-3.448	-1.499	-2.534	-2.218	-3.508	-3.282	-4.145	-1.137	-2.636	-2.426	-3.274	-3.611	-3.442	-3.096	-2.121	-3.476	-3.071	-2.86	-3.4	-2.113
EPB41L4B	-6.847	-3.267	-4.092	-5.355	-3.335	-1.616	-1.232	NA	-2.975	-3.359	-2.616	-3.881	-3.654	-3.492	-4.268	-3.485	-4.826	-3.538	-4.57	-3.462
EPB41L5	1.587	-0.823	-0.986	-1.736	-1.508	-1.634	-3.867	-1.245	-1.374	-2.499	-1.685	-1.017	-1.252	-1.678	-2.587	-2.312	-2.022	-1.124	-1.555	-1.38
EPB42	6.329	6.613	6.664	5.582	3.093	4.078	NA	1.487	6.459	6.615	0.935	4.757	2.938	1.114	-0.769	2.646	0.378	2.02	3.102	1.508
EPC1	0.887	0.62	0.399	1.168	2.695	0.988	-4.975	2.431	0.07	0.189	2.375	1.081	1.405	1.199	0.413	-0.138	1.263	2.355	0.232	0.54
EPC2	-1.229	0.048	0.986	NA	NA	2.894	-0.2	NA	1.648	0.587	-0.059	3.874	1.077	0.754	-0.203	2.756	1.878	0.091	0.746	-0.775
EPCAM	-1.998	-2.272	-2.557	-1.121	-3.546	-2.485	0.287	-1.647	-2.07	-3.875	-3.265	-2.593	-3.523	-4.058	-4.343	-3.43	-3.71	-3.86	-2.184	-3.517
EPDR1	-0.264	-0.267	-0.452	0.62	-0.425	-1.184	NA	-1.232	0.699	-1.334	-1.281	-0.645	-1.449	-2.254	-1.501	-1.118	-1.229	-1.967	-2.37	-1.248
EPG5	-2.515	-1.156	-0.553	NA	-3.393	1.691	3.547	-0.03	-0.427	-0.178	0.002	0.848	-1.523	-0.525	0.296	1.252	-0.986	0.596	0.225	-0.378
EPHA1	-0.385	0.345	-0.094	1.968	0.872	0.833	-5.189	-1.742	1.255	-0.116	-0.617	0.216	-1.358	-0.04	-0.946	0.139	-1.307	-2.017	-1.54	-0.821
EPHA2	-3.295	-4.585	-4.353	-3.01	NA	-1.221	NA	-3.015	-3.049	-3.797	-4.715	-4.159	-4.419	-3.965	-4.821	-4.616	-5.199	-3.689	-5.014	-2.026
EPHA4	1.106	0.163	-0.209	-1.401	3.99	-1.579	-0.999	0.552	-0.74	0.591	0.237	1.694	-0.144	0.808	0.045	2.099	-1.199	-0.054	NA	1.176
EPHA5	2.173	2.296	1.513	3.529	1.815	1.467	-0.58	-0.175	2.293	0.517	1.087	1.363	-1.618	-0.658	-0.857	1.261	0.781	-0.636	0.787	-0.807
EPHA7	-1.677	-1.68	-1.696	-1.195	-1.289	-1.647	-0.8	-1.314	-1.865	-1.93	-1.924	-1.516	-2.164	-2.108	-2.036	-1.307	-1.786	-2.354	-2.02	-1.566
EPHB1	1.34	-0.087	1.066	2.594	0.065	0.407	NA	-0.061	1.463	1.251	2.303	0.256	0.212	0.86	0.585	-0.636	2.317	1.449	2.633	2.341
EPHB2	-1.069	0.186	-0.656	2.125	0.762	-0.021	-3.926	-0.796	-0.539	-0.127	-0.413	1.354	0.514	-0.869	0.239	-0.534	-0.779	-0.46	0.395	-0.259
EPHB3	-1.364	-1.924	-0.567	-0.523	-2.195	-1.177	NA	-1.031	-2.918	-1.119	-1.913	1.851	-1.973	-2.439	-1.145	-1.029	-1.089	-1.058	-3.151	-0.848
EPHB4	-1.52	-1.328	-2.242	-1.171	-1.562	-2.566	-1.329	-3.573	-1.617	-3.899	-2.949	-2.254	-4.985	-3.871	-4.402	-2.861	-3.556	-4.214	-3.187	-3.492
EPHB6	2.004	-3.979	NA	NA	0.944	-1.6	2.683	-0.319	1.227	-0.761	-1.978	4.784	-0.941	-2.626	2.214	3.817	1.712	1.706	0.291	-0.024
EPHX1	2.236	-0.172	3.847	-1.433	0.07	4.712	NA	-0.085	2.956	-0.589	NA	NA	-1.766	NA	-0.613	6.644	1.118	NA	NA	1.419
EPHX2	-0.384	-1.625	0.728	-0.224	-0.983	0.1	-3.766	0.204	-0.462	-0.168	-0.201	-0.647	-1.37	-0.611	-0.596	-1.132	-2.327	-0.631	-1.845	-0.493
EPO	0.87	1.352	1.172	3.185	2.111	1.143	6.659	3.024	1.371	1.258	1.263	0.909	0.823	0.109	-0.102	0.729	1.33	-0.228	1.206	0.36
EPOR	-6.62	-5.507	-6.032	-5.257	-5.595	-4.584	1.349	-4.797	-5.04	-6.709	-5.674	-6.454	-6.864	-8.295	-8.045	-5.021	-2.422	-6.782	-4.497	-7.682
EPS15	-1.232	-0.555	-1.916	-0.86	-2.077	1.045	0.765	0.124	-1.831	-0.773	-0.754	-0.062	-0.978	-0.644	-1.27	-0.575	-1.927	-1.259	-5.118	-0.059
EPS15L1	-0.679	-1.178	-0.342	-0.2	-1.612	0.28	-0.012	-0.022	-1.978	-0.182	0.337	-0.482	1.357	0.106	0.11	-0.227	0.913	0.769	0.09	-0.016
EPS8	-2.263	-3.274	-3.828	0.835	-3.936	NA	1.291	-2.125	-3.13	-3.523	-2.423	-1.803	-4.59	-3.352	-4.207	-6.313	NA	-3.498	-0.628	-2.779
EPS8L1	-0.891	-1.24	-0.531	-1.216	-0.123	-1.87	2.01	-1.151	-1.146	-0.51	0.712	-1.334	-1.761	-1.133	-0.995	-1.297	-1.828	-0.9	-0.425	-1.516
EPS8L2	-1.816	-1.389	-3.018	-2.546	0.426	-0.592	0.02	1.806	0.653	-0.419	-2.262	-0.888	1.406	-0.753	0.145	-2.083	0.042	0.625	0.893	0.129
EPS8L3	-1.935	-1.989	-2.085	-2.559	-2.992	-3.064	-1.164	-1.992	-2.346	-4.011	-3.508	-3.489	-2.864	-3.863	-4.212	-3.192	-3.25	-3.962	-3.148	-3.032
EPYC	-1.128	-1.505	-1.467	-1.192	-1.885	NA	-0.789	0.292	-1.625	0.02	-0.852	-2.634	-0.861	0.157	-0.316	-0.532	-0.1	-0.853	-0.683	-0.353
ERAP1	-0.447	2.009	4.894	-1.433	1.889	3.088	0.745	-1.451	1.618	0.661	0.162	0.279	-0.401	0.323	1.193	2.987	-4.471	-0.249	-0.097	-0.28
ERAP2	3.315	2.096	1.631	1.815	1.49	1.253	0.407	2.596	0.34	0.991	1.835	1.09	3.643	-0.461	1.772	1.282	3.591	3.206	1.982	-0.338
ERBB2	-4.58	-2.799	-2.926	-2.898	-4.032	-2.455	-1.381	-3.957	-3.075	-3.919	-10.32	-3.505	-4.156	-4.772	-4.791	-4.023	-4.561	-4.707	-4.193	-4.669
ERBB3	-2.975	-2.873	-3.713	-5.355	-4.001	-4.55	-0.998	-3.273	-3.027	-5.183	-4.795	-4.446	-5.87	-5.688	-6.423	-5.441	-6.669	-5.198	-5.34	-3.714
ERBB4	0.7	-3.278	2.431	-3.86	1.2	1.113	-0.381	0.997	1.995	0.223	0.112	-0.555	-0.76	0.057	-1.552	0.075	-0.792	-0.06	0.779	-0.779
ERC1	0.546	-1.808	-1.336	0.676	-2.036	-0.476	7.781	0.065	1.619	-1.687	0.997	0.692	0.335	-0.042	-0.168	3.441	-1.283	-1.032	-0.071	-0.278
ERC2	0.216	-0.465	0.314	-1.527	0.254	0.251	1.491	0.731	0.72	0.119	-0.009	-1.692	-0.421	-0.173	-0.929	1.661	1.118	-0.315	-1.23	-0.088
ERCC1	-1.459	-0.881	-1.569	-1.234	-0.625	-2.072	0.197	0.323	-1.419	-0.145	-1.055	-0.511	-0.628	-0.311	0.33	-0.877	-1.396	-1.46	-1.096	-0.232
ERCC2	-1.266	-3.212	-2.126	-1.957	-1.958	-2.171	0.156	-0.114	-2.113	-0.881	-1.84	-0.57	-1.898	-1.143	-1.154	-1.473	-3.109	-2.255	-1.869	-1.027
ERCC3	-2.415	-2.42	-3.25	-3.798	-3.2	-1.741	-2.625	-1.487	-3.006	-2.754	-2.633	-2.367	-1.661	-1.461	-1.949	-2.732	-1.63	-3.143	-2.423	-1.901
ERCC4	3.526	3.298	2.197	2.305	2.414	1.638	-1.464	1.338	2.68	1.839	2.877	2.145	2.055	2.176	2.069	2.83	2.417	3.119	1.928	3.011
ERCC5	0.211	-2.537	-1.593	-2.088	-2.009	-0.845	0.282	1.084	-0.558	-2.321	-1.284	0.871	-3.094	-4.369	-3.462	-2.62	-3.221	-2.405	0.334	-2.279
ERCC6	4.636	2.249	5.313	0.834	-1.106	0.266	NA	-0.178	NA	0.691	NA	0.453	NA	0.102	-0.978	0.673	NA	0.212	2.532	0.473
ERCC8	-0.868	-3.555	-0.711	-0.287	-1.02	-0.241	1.35	-0.137	-2.852	-1.751	-2.623	-1.626	0.688	-0.38	-1	-0.973	-0.535	0.646	-1.351	-0.903
EREG	-0.674	0.04	0.856	-0.953	-0.189	0.729	-0.495	0.235	-0.999	0.736	1.146	0.753	0.185	-0.275	0.377	2.037	-0.147	0.242	1.165	0.381
ERF	-0.358	-1.095	-0.097	0.097	1.688	0.323	-0.568	0.076	0.158	-0.649	-1.536	-3.184	-0.005	-0.861	-0.359	-2.42	-1.63	-0.289	-1.076	-0.46
ERG	-0.941	-2.326	-1.556	0.652	-0.286	-0.094	-1.584	-0.118	0.853	-0.366	-0.105	0.749	-0.508	-0.051	-1.077	1.077	0.251	-0.324	0.036	-0.961
ERGIC1	2.232	1.213	2.77	0.495	1.319	-0.687	4.644	0.974	2.042	2.331	1.419	1.167	0.067	1.076	2.495	5.555	1.796	0.892	1.223	1.083
ERGIC2	-0.867	-0.389	-0.322	-2.285	-1.374	1.602	-3.518	2.002	-0.626	-0.059	0.296	-1.336	2.193	0.831	0.757	-0.145	2.027	1.677	0.72	-0.176
ERGIC3	-1.55	-1.903	-1.696	-2.481	-1.463	-0.098	-1.08	0.143	-1.23	-0.298	-1.728	-0.595	-0.702	-0.885	0.097	-0.615	-1.037	-2.29	-1.318	-0.631
