Symbol	GSM998327	GSM998335	GSM998346	GSM998318	GSM998319	GSM998320	GSM998322	GSM998324	GSM998325	GSM998326	GSM998328	GSM998331	GSM998332	GSM998333	GSM998336	GSM998337	GSM998340	GSM998342	GSM998345	GSM998348
SLA	5.364	5.676	5.583	4.155	6.472	3.866	-1.123	4.309	3.598	5.598	6.895	5.454	5.57	4.453	5.305	4.556	4.661	6.087	7.813	6
SLA2	-1.856	1.023	1.704	-4.096	2.118	0.355	2.115	0.901	-1.178	-0.558	-0.385	-0.966	-1.278	0.742	0.52	-1.948	-1.689	-0.745	-2.359	-1.193
SLAIN1	-0.567	-0.766	0.261	-1.589	-0.356	0.606	NA	1.766	NA	0.443	0.225	0.112	2.189	0.978	1.049	0.566	2.267	2.104	1.149	1.147
SLAIN2	-0.757	-0.881	-0.669	-4.012	-0.87	-0.652	-3.217	-0.076	2.398	-0.25	-1.12	-0.157	-0.58	0.205	0.077	-1.257	-1.115	-1.159	-0.417	0.046
SLAMF1	1.685	NA	NA	-0.045	3.677	6.125	7.229	2.73	6.301	0.668	NA	NA	NA	3.377	3.763	5.89	NA	5.13	NA	0.588
SLAMF7	2.423	2.383	2.151	1.48	2.145	2.687	NA	1.15	0.941	4.016	2.732	2.45	6.238	5.41	4.693	2.372	2.89	2.947	3.25	3.434
SLBP	-2.731	-2.838	4.742	1.302	-2.479	-1.948	NA	-2.251	-2.161	-2.792	-3.685	-1.966	-2.995	-2.46	-3.078	-3.631	-0.921	-2.548	-2.45	-2.345
SLC10A1	-4.573	-4.825	-1.912	-2.931	-3.822	-5.781	NA	-2.069	-5.318	-5.154	-4.063	-7.394	-3.762	-5.595	-5.628	-7.234	-6.232	-5.162	-5.566	-4.582
SLC10A2	-4.092	NA	-0.343	-3.349	-1.521	-0.615	NA	2.439	-0.743	0.749	-1.229	-0.94	-1.629	-0.278	0.494	3.621	-0.247	0.235	1.131	-0.85
SLC10A3	1.557	1.443	0.648	0.806	0.627	-0.376	-0.779	0.988	-0.135	0.911	-0.277	0.256	-0.006	-0.064	0.227	0.215	-0.742	-1.003	-0.293	-0.047
SLC10A7	-1.286	0.429	-4.507	0.926	0.076	-0.321	NA	2.024	0.514	-0.303	-0.908	2.011	-1.485	-0.318	-0.522	2.682	NA	-1.339	-0.01	-0.295
SLC11A1	-0.878	0.96	2.463	2.009	2.197	0.393	0.494	-2.085	1.191	1.133	1.479	2.036	0.321	1.023	1.737	0.946	NA	0.844	3.011	1.054
SLC11A2	-1.243	-4.368	-0.764	-3.392	-0.512	-2.204	-7.341	-0.655	-3.753	-2.55	-2.472	-2.413	-1.996	-2.966	-1.972	-1.403	-2.263	-2.048	-1.244	-2.15
SLC12A1	-0.009	NA	-2.012	1.12	-1.095	-0.108	NA	0.226	0.53	-0.267	-1.673	-1.686	-0.405	-0.156	-0.494	7.866	-0.823	0.35	NA	-0.605
SLC12A2	-2.363	-1.927	-3.193	-1.037	-1.998	-0.524	-0.017	-0.507	-2.131	-2.087	-2.805	-2.024	-0.363	-0.762	-0.691	NA	-1.317	-1.006	-1.438	-1.354
SLC12A3	-0.582	-0.025	1.512	0.592	-0.384	-3.131	-1.084	-0.889	-1.729	-0.78	NA	-2.142	-2.595	-1.808	-1.687	-2.87	0.242	-1.053	-2.233	-2.409
SLC12A4	NA	7.648	1.268	NA	2.497	NA	NA	5.732	-4.908	0.238	6.558	3.915	2.72	3.31	0.432	9.551	NA	4.342	NA	-0.062
SLC12A5	0.629	-0.685	0.797	-2.017	0.111	0.352	-1.85	-3.834	0.829	0.497	-0.174	0.932	1.715	1.672	1.072	1.337	0.525	1.361	0.598	1.055
SLC12A7	-0.587	0.063	-0.892	0.088	-0.098	-0.074	NA	-0.977	0.343	-0.323	-0.632	0.231	-0.528	-0.242	-1.372	-0.432	-0.898	-0.271	-0.377	-1.285
SLC12A8	-1.024	0.512	-0.616	0.604	0.228	-1.075	-0.338	-1.374	0.609	0.081	-0.071	-0.384	-0.093	0.148	-0.908	0.544	-0.736	-0.503	-0.086	-0.765
SLC12A9	0.007	0.499	0.369	-0.836	-0.085	-0.496	-0.13	-0.517	-0.196	-0.156	-0.435	-0.063	-0.313	-0.644	-0.399	-0.43	-1.148	-0.521	-0.295	-0.16
SLC13A3	-0.168	-0.129	-0.493	-0.484	-0.465	0.109	-0.164	-2.023	0.38	-0.129	-0.96	-0.486	-1.199	-1.244	-1.949	-0.674	-2.267	-1.147	-0.973	-1.072
SLC13A5	-3.09	-1.757	-1.784	-2.425	-2.805	-2.638	0.252	-2.629	-2.3	-2.813	-2.692	-2.48	-2.867	-2.782	-3.167	-1.875	-2.348	-3.232	-2.962	-2.103
SLC14A1	1.696	2.105	1.337	3.048	1.868	0.246	1.292	0.399	1.318	-0.453	-0.288	0.942	-1.11	-0.523	-1.417	0.097	0.199	-0.771	0.502	-0.36
SLC15A1	0.564	0.696	0.136	1.254	0.789	0.566	-0.97	0.388	1.138	0.198	0.431	0.787	-0.507	-0.232	-0.002	0.312	0.126	-0.263	-0.093	-0.09
SLC15A2	-0.494	-0.666	0.172	-0.613	1.998	2.063	NA	2.2	NA	1.959	1.66	0.882	0.756	-0.22	2.97	3.197	2.324	1.186	-0.451	1.047
SLC15A4	-0.662	0.513	0.281	-2.972	-0.057	-2.519	6.146	-1.342	-0.532	-0.978	0.518	-0.919	-1.961	-1.943	-0.851	-2.025	-2.408	-1.33	0.112	-0.431
SLC16A1	-1.474	0.176	-1.153	0.866	-0.431	0.067	-0.392	-0.051	0.501	-0.296	-0.244	-0.224	-0.069	-0.472	-0.62	-0.389	-0.423	-0.357	-0.558	-1.008
SLC16A2	-1.819	-0.572	-1.421	0.975	0.491	0.65	-1.401	-0.35	-0.126	-0.987	-0.476	-0.463	-0.354	-1.245	-0.513	0.817	-0.808	-1.127	-0.696	-1.302
SLC16A3	0.728	1.047	0.899	-0.76	2.349	-1.858	-1.916	-2.016	-0.09	0.801	1.977	0.031	-1.434	-1.665	-0.463	-0.588	-2.179	0.053	2.028	0.605
SLC16A4	-0.594	-0.675	-0.636	-1.142	-1.901	0.323	1.935	0.657	-0.939	-1.236	-0.629	-0.253	-1.23	-1.041	-0.906	-0.433	-0.232	-1.529	-0.546	-0.833
SLC16A5	-2.993	-2.778	-3.426	-4.21	-2.819	-3.512	-0.841	-1.933	-3.334	-2.265	-3.079	-3.274	-3.102	-2.741	-1.71	-3.216	-3.641	-2.926	-3.158	-2.816
SLC16A6	-2.733	-1.815	-1.434	-1.116	0.067	-0.35	NA	-0.015	-1.485	0.165	-0.004	-0.558	0.227	-0.144	0.492	-1.338	-0.414	1.205	0.613	-0.044
SLC16A7	-0.241	0.529	-0.063	-1.202	-1.016	0.72	-0.756	-0.065	-0.805	0.556	1.279	-0.155	0.372	0.039	0.652	-0.795	0.517	1.315	-0.584	1.519
SLC16A9	-1.098	0.402	-0.45	0.202	0.206	0.191	-4.183	-0.478	-0.282	-0.728	-0.36	-0.281	-0.074	-0.358	-0.77	-0.113	-0.076	-0.053	-0.39	-1.41
SLC17A1	1.196	0.009	1.413	1.583	-0.665	0.624	6.51	1.099	1.628	0.68	0.545	NA	0.663	-0.222	0.479	1.687	-1.934	0.103	-0.022	-0.094
SLC17A2	0.765	-0.653	0.115	-0.795	0.111	-0.39	-0.995	0.541	-0.066	-0.985	-1.09	-1.864	-0.439	0.244	-0.048	-0.128	-1.875	-0.484	-1.643	-1.066
SLC17A3	-0.707	-2.138	0.553	0.553	-0.49	1.079	-0.235	0.888	0.046	-0.995	-3.747	-1.524	-0.626	-0.546	-0.01	0.209	-0.26	-0.817	-0.041	-0.784
SLC17A9	0.471	0.494	-0.013	1.069	0.402	0.461	1.575	-0.43	1.015	0.154	0.386	-0.06	-0.694	0.214	0.159	0.926	0.14	-0.412	-0.476	-0.57
SLC18A2	0.623	1.073	0.228	NA	-2.302	0.31	1.549	-1.789	-0.303	-0.602	0.16	0.478	0.647	-0.961	-0.488	0.953	-0.511	0.683	-0.326	0.344
SLC19A1	0.776	-1.179	-1.032	0.051	-2.723	1.2	0.604	1.105	-0.96	-0.025	0.918	-0.295	2.536	1.2	0.71	1.107	0.492	2.022	2.296	1.605
SLC19A2	-0.932	-0.564	-0.279	0.579	-0.924	-1.258	2.889	-1.098	-1.526	-1.079	2.208	-1.526	-2.12	-0.87	-0.853	-3.424	-1.578	-0.747	-1.703	-1.937
SLC19A3	2.279	0.462	0.543	0.273	0.058	-1.483	3.562	-1.054	1.48	-1.885	-1.498	0.996	-0.201	0.092	0.1	1.433	0.223	-0.139	0.334	0.083
SLC1A1	-1.97	-1.6	-2.427	-0.881	-2.81	-0.019	0.976	-0.822	-3.951	-0.742	-1.602	0.076	-0.873	-0.829	-0.973	-0.514	1.648	-0.927	-0.764	-1.292
SLC1A2	0.015	-1.812	0.538	1.11	-0.48	0.029	0.677	-0.231	0.388	-0.668	-0.241	-0.57	-1.571	-0.578	-1.779	-0.562	-1.002	-1.189	-1.737	-1.904
SLC1A3	2.897	4.254	NA	1.479	6.385	NA	NA	NA	3.882	-1.029	NA	3.176	2.875	3.563	1.437	10.216	NA	2.476	NA	1.203
SLC1A4	-4.22	-4.606	-3.298	-0.973	-3.25	-2.2	-0.814	-1.57	NA	-0.219	-1.909	-1.793	-0.373	-0.701	-0.815	-1.012	-1.089	-2.165	-1.449	-2.559
SLC1A5	-3.203	-1.852	-3.153	-3.876	-4.572	-3.958	-0.422	-2.135	-3.405	-3.229	-3.54	-3.462	-3.832	-3.258	-2.434	-3.673	-3.772	-3.583	-2.941	-3.457
SLC20A1	-2.433	-0.497	-1.519	-1.555	-3.348	-2.12	-0.801	-3.251	-3.786	-4.499	-3.516	-2.087	-3.12	-2.881	-4.081	-2.352	-4.879	-3.783	-4.866	-3.634
SLC22A1	-0.749	2.039	0.726	-0.449	0.262	1.423	NA	-0.035	0.449	2.431	0.475	0.814	0.638	1.516	0.787	1.449	-2.516	2.002	0.747	2.401
SLC22A11	-1.672	1.31	NA	NA	NA	-0.449	-3.026	-0.223	1.148	-1.069	0.86	NA	0.295	-0.14	-4.797	2.569	NA	0.384	1.991	-0.739
SLC22A14	0.887	0.43	0.494	2.238	1.456	0.748	-0.695	0.387	1.641	0.747	1.14	0.527	0.547	0.748	0.704	2.718	0.539	0.603	1.074	0.816
SLC22A2	0.936	0.266	0.045	-0.479	-0.252	0.013	1.439	-1.308	0.866	0.82	-0.12	0.943	1.37	0.968	1.235	0.959	0.362	0.16	-0.64	0.842
SLC22A23	7.835	2.851	2.78	6.365	7.591	4.759	0.093	5.698	7.441	7.272	7.447	5.652	5.5	4.898	5.162	5.225	6.521	7.855	8.219	5.099
SLC22A3	0.177	0.426	0.502	1.577	-0.003	0.273	-0.99	-1.227	0.851	-1.841	-0.96	-1.003	-2.509	-1.58	-2.613	-1.077	-1.675	-2.264	-2.172	-2.971
SLC22A5	-1.964	-2.292	-2.569	-0.757	-1.383	-1.671	-1.637	-1.424	-2.54	-2.383	-1.666	-0.943	-1.875	-1.873	-1.789	-1.825	-1.624	-1.855	-2.555	-1.109
SLC22A6	1.65	1.335	1.261	1.43	1.275	1.447	2.467	1.197	0.512	1.169	0.695	1.648	0.432	1.382	0.609	1.394	1.74	0.413	0.413	0.399
SLC22A7	-0.959	-3.249	-3.352	-3.559	-4.126	-4.088	-0.902	-2.304	-1.78	-4.074	-3.955	-2.735	-4.814	-4.472	-4.89	-5.76	-3.902	-4.641	-5.46	-3.734
SLC22A9	0.369	-0.102	0.553	-1.036	0.411	1.726	5.433	-1.035	-0.48	-0.789	0.754	-0.767	-2.481	0.053	0.023	0.829	-4.818	0.313	NA	-0.174
SLC23A1	-1.381	-0.886	-0.796	-0.13	-0.711	-0.764	-1.002	2.069	0.966	0.143	-0.862	-1.197	-0.055	-0.313	0	-0.243	-1.536	0.041	-1.254	-0.641
SLC23A2	-1.438	0.251	-0.971	-1.361	-0.506	-0.84	-0.732	-1.38	-0.711	-1.23	-1.392	-1.237	-1.054	-1.401	-0.522	-1.269	-1.561	-1.385	-0.783	-0.267
SLC23A3	3.009	3.13	2.675	2.4	1.241	0.593	-0.511	0.854	2.61	1.144	0.863	2.025	0.135	1.049	0.382	1.365	0.452	0.885	0.862	0.73
SLC24A1	1.648	0.484	4.023	-0.94	1.009	0.309	1.798	0.546	-0.379	-1.264	-0.264	0.207	-1.415	-0.201	-0.479	-0.941	0.047	-0.102	-0.688	-0.362
SLC24A5	-1.29	-0.91	-2.133	NA	-0.684	0.315	NA	0.503	0.046	0.572	-0.566	-0.143	0.772	1.601	0.875	0.755	0.932	0.444	-0.531	-0.115
SLC25A1	-3.314	-3.454	-3.271	-4.373	-3.79	-5.186	-3.032	-2.564	-3.705	-2.378	-3.67	-3.029	-4.388	-3.007	-3.095	-3.966	-3.888	-4.787	-4.044	-2.835
SLC25A11	-1.098	-0.779	-0.976	-2.301	-0.372	-0.994	-6.319	0.356	-2.992	0.075	-0.824	-0.301	-0.62	-0.13	0.628	-1.215	-1.197	-0.892	-0.864	0.087
SLC25A12	1.133	0.591	0.019	-2.094	1.805	-0.696	0.832	0.583	-0.766	-0.495	0.338	-0.993	0.384	0.826	-0.183	1.174	-0.888	-0.139	0.294	0.497
SLC25A13	-3.204	-3.201	-3.944	-3.73	-2.59	-2.389	0.967	-1.805	-3.272	-2.618	-2.665	-3.919	-2.451	-1.093	-2.351	-2.439	-1.696	-0.258	-2.715	-3.181
SLC25A14	-0.411	0.148	0.541	0.661	0.516	0.146	2.007	NA	-1.035	0.677	2.492	0.276	1.246	2.298	1.227	0.027	1.215	1.351	0.497	0.013
SLC25A16	0.752	1.904	0.961	2.41	1.057	1.629	-1.551	0.819	1.925	0.996	0.045	1.271	0.911	1.204	0.643	1.379	1.164	1.286	0.322	0.314
SLC25A22	-3.302	-2.421	-3.453	-2.353	-2.243	-3.356	-2.06	-2.435	-3.628	-3.307	-3.621	-3.192	-2.528	-3.463	-2.615	-4.008	-3.624	-3.801	-3.024	-3.028
SLC25A23	-0.762	-0.767	-1.396	0.67	-3.403	-1.807	-1.466	-1.779	-1.778	-2.81	-3.812	-1.347	-2.231	-2.538	-2.856	-3.133	-3.766	-3.212	-2.128	-2.048
SLC25A24	-0.665	-0.302	-0.998	0.69	-0.47	-1.753	-0.251	-1.635	-1.652	-2.674	-1.307	-1.664	-1.558	-3.288	-2.277	-1.652	-1.564	-0.368	-1.484	-0.951
SLC25A25	-0.283	-1.301	-2.645	-0.834	-1.126	-0.083	NA	-1.111	1.787	-0.682	-0.8	-2.303	-0.361	-0.86	-0.534	-1.127	0.643	-0.968	1.221	-0.948
SLC25A26	0.384	0.752	0.659	-0.296	-0.374	0.991	-0.665	0.647	-0.653	1.307	0.527	0.453	1.408	1.923	2.303	0.981	0.555	1.247	0.586	0.873
SLC25A27	-0.98	-2.841	-1.38	-2.112	0.487	-4.828	NA	-0.669	-0.305	-0.809	-0.6	-3.975	-1.231	-2.23	-1.216	0.618	-1.889	-1.501	-0.627	-0.846
SLC25A29	-2.033	-2.514	-1.016	-3.874	-2.121	-4.137	-0.688	-1.473	-2.639	-2.866	-1.647	-2.976	-3.651	-4.808	-1.777	-1.989	-3.525	-3.734	-2.354	-1.488
SLC25A33	-3.289	-2.755	-3.212	-3.847	-2.644	-2.175	-2.319	-1.564	-3.624	-2.235	-2.334	-2.895	-2.372	-1.983	-1.712	-2.841	-3.416	-2.062	-3.151	-2.989
SLC25A36	NA	NA	3.58	0.632	NA	4.198	NA	NA	4.766	2.514	3.804	4.224	4.737	4.562	4.761	7.416	5.597	3.099	0.684	1.095
SLC25A37	3.597	4.192	4.025	3.64	1.524	-0.769	-4.419	-0.394	2.554	-0.438	0.87	0.478	-1.668	-1.288	-0.648	-1.105	-2.773	-0.284	0.02	-0.414
SLC25A39	4.871	3.171	3.345	3.06	0.627	-1.977	0.166	-2.767	3.248	0.417	-3.928	1.473	-3.435	-2.981	-2.744	-1.488	-4.39	-3.67	-2.61	-2.192
SLC25A4	1.41	-0.361	1.556	-0.522	-2.227	2.023	6.513	-0.086	-0.616	0.628	1.035	-0.02	-0.763	-0.897	-0.075	NA	0.345	-1.002	-0.339	-1.135
SLC25A40	-1.913	-1.584	-1.596	-2.535	-1.463	-2.723	-0.361	-1.27	-1.424	-1.171	-1.023	-0.874	-2.305	-1.148	-0.626	-1.941	-2.415	-3.269	-1.649	-1.289
SLC25A42	-2.508	-0.622	-2.941	0.093	-0.506	-1.861	-0.566	-0.866	-2.97	-1.236	-2.21	-1.928	-2.348	-1.463	-1.692	-1.726	-1.79	-1.998	-2.146	-2.434
SLC25A44	1.905	0.481	0.776	0.792	0.466	0.189	-1.946	0.335	0.968	0.553	1.388	0.888	0.117	0.642	0.132	0.902	1.23	0.887	1.323	0.873
SLC25A45	-1.616	-1.458	-0.624	-1.106	0.369	-0.769	4.783	-0.875	-1.479	-1.792	0.127	-0.034	-3.097	-0.873	-2.155	-2.118	1.999	-2.711	-0.637	-1.018
SLC25A46	-0.22	0.25	-2.554	-0.429	0.38	2.628	-0.783	2.126	0.061	1.412	1.946	-0.348	2.243	2.64	2.188	2.01	2.557	2.775	2.077	1.539
SLC25A47	6.624	4.135	-1.266	1.003	NA	0.307	-1.442	-0.488	0.383	-2.509	0.384	-2.873	-0.276	-0.263	-0.417	1.357	-0.496	0.053	1.17	0.02
SLC25A5	-1.744	-1.156	-1.842	-2.157	-1.854	-1.835	-1.766	-0.535	-1.945	-1.089	-2.01	-1.231	-1.24	0.137	-0.377	-1.273	-1.811	-2.469	-1.371	-0.575
SLC25A6	-2.988	-2.833	-3.2	-4.166	-2.964	-2.988	-0.613	-2.332	-2.683	-2.827	-3.064	-2.098	-2.245	-1.792	-1.697	-2.371	-2.448	-3.04	-2.889	-1.682
SLC26A1	-0.231	-0.294	2.174	-4.239	-0.106	-0.169	-6.224	-0.844	-0.739	-0.427	0.324	-2.752	0.145	0.796	-0.766	NA	1.472	0.543	1.115	0.072
SLC26A2	-0.772	0.214	-0.194	0.807	-0.518	0.549	-1.902	4.251	0.188	-0.158	0.5	-0.477	1.664	0.286	0.264	0.32	1.714	1.739	0.797	1.072
SLC26A3	1.416	0.685	-4.109	1.401	-2.623	0.101	NA	0.323	-0.48	-0.606	-0.165	NA	0.385	-0.262	-0.516	2.147	-1.896	-0.819	NA	0.235
SLC26A4	NA	0.732	-1.041	1.947	-1.694	0.895	2.508	-1.605	-1.787	-0.449	-0.137	-0.081	-1.093	-0.421	-0.979	4.56	0.734	-0.268	-0.266	-0.311
SLC26A6	-1.781	-0.533	0.724	-0.939	-1.395	-2.489	1.218	-2.065	-2.317	-2.144	-3.178	-0.036	-2.099	-2.336	-2.023	-1.901	-1.404	-2.353	-3.725	-2.147
SLC26A8	1.925	1.034	5.006	0.959	4.473	0.646	-2.612	0.842	2.053	3.518	5.211	-0.459	1.428	2.93	1.933	2.741	5.089	3.567	4.187	1.866
SLC27A2	-0.602	-2.482	-2.287	-0.493	-1.426	NA	-0.873	-1.843	-0.99	-2.587	-1.491	-1.169	-1.418	-1.93	-2.215	-1.233	-1.846	-2.641	-2.561	-2.531
SLC27A3	1.427	0.155	0.955	-0.528	1.308	0.249	0.973	0.264	0.67	1.645	1.771	0.532	0.175	-0.016	0.772	0.286	-0.375	0.609	1.791	0.687
SLC27A4	-0.445	-0.992	-1.568	-0.999	-1.047	-2.054	1.259	-1.061	-0.913	-1.629	-1.67	-1.347	-2.662	-1.573	-1.17	-1.98	-2.004	-2.788	-1.984	-2.052
SLC27A5	-1.823	-2.333	-1.782	-1.677	-0.935	-1.919	-0.848	-1.579	-1.98	-2.722	-2.32	-2.554	-1.234	-2.889	-2.974	-2.351	-3.015	-2.415	-3.349	-3.482
SLC27A6	0.601	-1.338	1.698	-4.502	0.273	NA	NA	1.698	NA	-1.361	0.145	-0.78	-2.132	-2.431	-1.406	0.455	-2.118	-0.941	-0.648	-2.59
SLC28A1	1.132	0.892	1.041	2.411	0.423	1.174	-3.921	1.252	1.765	1.226	-0.267	1.963	-0.047	0.705	0.463	1.444	0.499	0.676	0.667	-0.116
SLC29A1	-3.256	-4.114	-3.097	-4.007	-7.087	-4.855	0.377	-2.743	-3.542	-4.006	-3.996	-4.175	-4.941	-4.359	-3.839	-4.476	-6.151	-4.535	-5.338	-4.523
SLC29A4	-2.093	2.384	1.029	-5.247	-0.342	NA	-0.522	0.27	0.306	-0.122	-0.818	0.123	0.226	0.257	-0.443	2.649	2.625	1.124	NA	-0.09
SLC2A1	-0.623	-1.448	-1.037	-1.366	1.886	4.348	3.057	5.878	1.971	5.047	2.067	3.92	4.578	4.367	5.73	4.736	5.466	1.276	3.966	2.822
SLC2A10	-0.861	-0.547	-0.943	1.221	1.767	-0.096	0.653	-1.241	-0.744	-0.491	-0.481	0.167	-0.704	-0.569	-0.532	-1.865	-0.295	-1.13	-0.989	-0.72
SLC2A11	-1.2	-1.299	1.905	-0.172	0.056	0.575	-3.057	-0.105	0.593	1.796	-0.153	0.112	1.386	1.709	1.247	0.436	NA	1.181	NA	1.035
SLC2A12	0.264	-0.511	-1.451	0.113	-0.035	0.108	-2.558	-0.846	-0.238	-0.773	-0.213	-2.575	-0.353	-0.475	-0.334	-0.975	-0.462	-0.377	-0.68	-0.033
SLC2A13	-0.411	-3.044	-0.264	-1.809	-5.349	-1.481	-1.568	-3.526	-3.919	-1.762	NA	-1.125	-2.006	-0.951	-1.06	NA	-0.309	-1.131	-1.443	-1.437
SLC2A2	-1.089	-2.512	-0.33	0.539	NA	-0.76	NA	2.579	2.511	-2.082	0.416	-0.943	-2.47	-1.715	-0.881	-0.024	-0.905	-1.35	-0.478	-1.001
SLC2A3	1.246	1.338	1.664	-0.11	1.203	1.079	-1.211	0.494	0.76	0.766	3.346	0.689	1.299	1.343	0.195	0.373	-0.73	1.361	2.103	1.983
SLC2A4	-0.576	-0.677	-0.486	NA	-0.9	0.962	2.823	-2.567	0.118	-1.268	-0.324	0.172	0.755	-1.238	-0.571	2.114	NA	-0.905	2.494	-0.56
SLC2A5	-0.914	-0.402	0.416	-2.427	1.869	2.889	-0.019	5.266	-1.69	4.735	1.757	1.844	3.863	4.674	5.576	5.778	5.206	2.981	3.355	1.65
SLC2A8	-1.56	-0.977	-2.661	-1.358	-1.378	-2.258	-0.127	-1.173	-1.242	-1.878	-2.891	-2.429	-3.66	-2.808	-2.268	-2.319	-1.895	-2.501	-1.917	-2.964
SLC30A1	-1.326	-0.678	-1.129	0.445	-0.729	-0.825	-8.483	-0.386	-0.808	-1.428	-0.119	-0.801	-1.462	-1.905	-1.674	-0.831	-1.436	-0.57	-0.85	-1.148
SLC30A10	0.866	0.194	0.078	-1.184	-2.046	-0.176	1.378	0.406	0.026	-1.221	-2.42	-0.16	-1.961	-1.195	-1.366	1.435	-2.169	-1.682	0.279	-2.523
SLC30A4	-0.788	-0.306	0.476	-1.726	-1.047	0.328	5.012	-1.369	0.604	2.738	NA	3.082	0.143	0.161	-0.483	-0.41	-1.321	-0.97	0.978	-0.506
SLC30A5	-0.8	2.972	-0.17	1.556	-2.357	1.61	1.374	1.177	0.236	0.196	0.498	0.474	1.093	0.657	0.588	0.588	0.969	1.325	0.73	0.094
SLC30A6	1.258	1.409	1.552	-0.028	0.58	2.353	-0.444	1.676	-0.045	1.373	1.471	0.569	1.777	1.817	1.916	2.763	1.954	2.429	1.449	1.996
SLC30A7	1.469	2.603	1.152	-1.124	-0.307	2.13	-2.188	0.809	0.254	0.807	0.925	0.718	1.597	1.273	1.669	2.221	1.678	2.952	1.011	1.696
SLC30A9	0.774	0.499	-0.496	1.221	-0.267	1.528	3.395	1.197	-0.338	0.28	0.617	-0.276	1.731	1.792	1.019	1.329	1.802	1.931	0.978	0.47
SLC31A1	-1.963	-2.272	-2.194	-1.708	-2.471	-3.143	0.604	-1.856	-2.767	-2.961	-3.199	-2.28	-3.403	-3.248	-3.33	-3.487	-2.295	-3.299	-2.477	-2.717
SLC31A2	4.245	4.068	4.545	2.936	4.363	2.918	1.766	1.408	3.947	3.825	5.088	2.603	2.893	3.302	3.802	2.627	0.986	3.996	4.802	4.159
SLC33A1	-2.61	NA	-6.086	0.893	-0.697	0.032	7.997	-2.263	-0.871	-0.803	-0.115	0.356	0.767	-0.83	-0.658	4.343	-1.045	-0.366	-0.581	-0.913
SLC35A1	-0.197	-1.197	-0.683	-0.842	-0.558	0.121	-1.148	-0.644	-1.006	-0.93	-0.461	-0.913	1.094	-0.648	-0.245	-0.294	0.251	0.532	-0.363	-0.074
SLC35A2	1.215	1.815	2.731	0.354	1.059	3.808	3.48	2.157	3.306	2.823	0.212	-0.247	0.599	1.262	1.147	2.571	-1.835	1.057	NA	-0.387
SLC35A3	0.05	-0.529	-0.141	-0.186	-1.042	0.127	-0.277	-0.948	-1.133	-0.49	-0.584	-2.464	0.323	0.291	0.009	-0.197	0.083	0.948	0.194	-0.343
SLC35B1	0.303	-0.172	1.062	-6.046	1.418	1.231	1.686	0.707	0.102	1.223	-0.79	2.184	1.171	1.784	2.388	5.373	-0.037	0.39	0.579	0.244
SLC35B2	-2.591	-2.117	-1.876	-2.518	-2.807	-1.129	-3.292	-0.104	-0.526	-0.478	-0.981	-1.435	-1.095	-0.535	0.219	-1.429	-1.817	-1.322	-1.082	-1.096
SLC35B3	1.522	1.313	1.264	1.143	0.709	2.52	-4.446	2.374	1.54	1.858	2.611	0.904	2.54	2.907	1.481	1.266	3.017	2.998	2.537	1.591
SLC35B4	2.144	2.54	1.397	2.285	0.757	0.955	-4.259	0.153	2.404	0.669	0.375	1.286	-0.432	-0.004	-0.804	0.971	-1.116	-0.158	-0.716	-0.378
SLC35C1	-0.748	-0.81	-1.737	-2.163	-1.512	-2.822	-6.148	-1.653	-2.202	-0.882	-2.231	-1.493	-2.029	-2.152	-1.377	-1.813	-1.558	-2.217	-1.473	-1.75
SLC35D1	0.982	1.807	3.294	1.888	2.142	0.731	2.035	1.487	2.101	2.301	0.874	2.312	1.138	0.708	1.815	1.195	2.292	0.44	1.215	1.729
SLC35D2	-0.754	-0.587	-0.917	-0.793	-0.803	-1.918	-0.819	-2.164	-0.655	-1.589	-1.257	-0.447	-1.202	-1.651	-0.84	-1.597	-1.937	-1.864	-1.402	-0.033
SLC35E1	-0.347	-0.078	0.281	1.94	0.971	0.72	-6.128	0.075	-0.189	0.598	0.558	0.619	1.257	0.659	0.437	0.801	1.218	0.664	1.056	0.038
SLC35E2B	5.58	-1.713	NA	NA	NA	NA	4.012	NA	NA	NA	NA	5.23	NA	NA	NA	5.059	NA	NA	NA	NA
SLC35E3	-3.679	-3.375	-0.03	-1.71	-1.837	-0.268	-1.717	-0.194	-1.977	-0.194	-0.606	-0.716	-0.505	-0.628	-0.239	0.471	-2.236	-0.735	-0.96	-0.453
SLC35F1	0.913	-1.857	-1.596	-0.771	-3.749	-1.754	NA	-1.024	-1.664	-1.849	-2.816	-1.746	-1.112	-1.394	-1.374	-1.156	-1.288	-0.823	-1.509	-1.249
SLC35F3	0.695	0.118	0.718	-0.238	-0.506	-0.148	1.009	-0.124	-0.53	0.523	0.894	0.497	0.347	0.874	0.503	-0.226	0.654	0.673	0.956	1.661
SLC35F4	0.478	2.694	-0.417	2.127	-0.804	0.064	0.863	0.563	0.314	-0.201	2.175	-0.841	-0.277	0.406	-0.177	2.351	-0.752	0.373	-0.63	-0.32
SLC35F5	0.263	0.421	-0.404	1.878	0.633	0.311	-7.359	-0.155	0.318	0.306	0.352	0.074	0.897	0.113	-0.045	1.512	0.209	0.408	0.174	-0.451
SLC36A4	0.009	-0.749	0.498	-2.478	-0.936	-0.843	-2.875	0.267	-0.33	-0.86	0.013	-0.79	-0.091	-0.646	-0.008	0.565	-0.377	0.587	-0.042	0.598
